playlist,title,video_id,transcribed
interviews,Victor’s 13 Secrets to Running a Successful Coral Farm!,xxO6K4yU0eU,False
interviews,Victor’s 8 Coral Coloration Tips to Make Your Acropora POP!,ez96AVbRik8,False
interviews,Top 10 Things Victor Wishes EVERY Reefer Knew!,O5bgq1jwSfo,False
MACNA,"Calcium & Alkalinity Supplementation, Tropic Marin’s Carbon Dosing System. Lou Ekus MACNA 2022",-f6rRjsnO7w,False
MACNA,"Spawning Scolymia, LPS and Potential for Sustainable Coral Production? Dr. Jamie Craggs MACNA 2022",P9jsNTyeGNk,False
MACNA,"The Importance of Plankton, Where to Get It & How to Grow It. Todd Gardner MACNA 2022",CqWod-IvqVA,False
MACNA,ICP & Additives: How to Correct Your Inadequacies. Marc Levenson MACNA 2022,zfcCxzJVqHg,False
MACNA,How Less-Than-Ideal Water Chemistry Affects Your System & Animals. Sid Stetson MACNA 2022,JI0wbEiTJa0,False
MACNA,"The Hard Reboot of a 20,000 Gallon Reef Tank. Joe Yaiullo MACNA 2022",wBIEz7hfcRE,False
MACNA,A Brief History of Calcification: Limewater to Everything Else & Back. Dr. Craig Bingman MACNA 2022,1xISMopla3c,False
MACNA,A Growing Trend: Marine Macroalgae Tanks. Dennis (Tigahboy) MACNA 2022,HhlDvKTrSn0,False
MACNA,Garage-A-Culture! Starting an Aquaculture Company at Home. Travis Knorr & Dr. Mick Walsh MACNA 2022,MgZvST0hrqA,False
MACNA,Proper Planning for an Industrial Sized Reef Tank in One’s Home. Andrew Sandler MACNA 2022,hf7EkDBIQcQ,False
MACNA,Controlling Algae in Your Aquarium. Rich Ross MACNA 2022,u_q2rqEXeCU,False
MACNA,Educating the Next Generation of Professional Marine Aquarists. Dr. Greg Barord MACNA 2022,SFcQ1GS8hOg,False
nutrients,Starving Algae and Pests Until They Die? The Unintended Consequences of Ultra Low Nutrients.,oVNLxLolQtU,False
nutrients,Coral (Animal) vs. Zooxanthellae (Algae)? Care and Nutrient Needs? Likely Not What You Think.,TEAV-4sgajE,False
nutrients,Nutrients vs Nutrition? A Distinction That Changes the Trajectory Your Reef Tank and Coral's Health.,3h0vR6ltf-s,False
nutrients,Ocean vs. Reef Aquarium Parameters: A Nitrate and Phosphate Conundrum.,YMxx6CAH3KU,False
nutrients,A Magic Ratio? Trailblazing Pest Solutions. Nitrate & Phosphate Ratios vs Concentration.,eRz4kdlBIbY,False
nutrients,5:1 or 20:1? Fish Food Nutrient Input. The Solution to Nitrate and Phosphate Imbalances.,qr0Wufsw5fs,False
nutrients,The New Reefer / Mentor Paradox. Reef Tank Stages. Where You Are vs. Where You Came From.,YsJF2q0pS0U,False
nutrients,"My Beliefs: Nutrients, 17 Years, and How I Approach Nitrate and Phosphate in My Own Tanks.",ZiPJiSKkVqA,False
nutrients,A Fish First Approach to Optimizing Fish Food While Optimizing Phosphate and Nitrate Independently.,IqLgZDp2Wzo,False
nutrients,"A Challenge: Three Effective Filters for Organic, Dissolved & Inorganic Nutrients in Reef Aquariums.",lMzrWkBmX4g,False
nutrients,"Are Water Changes Worth It? A Hammer Solution to Aquarium Water Quality, but Dilution Works.",I7_Rm39aOwc,False
nutrients,The REAL Truth Behind Nutrients in Our Reef Tanks. | BRStv Master Series: Nitrate & Phosphate,bWMkQ4HdAFQ,False
